,ID,Country,Brand,Type,Package,Rating,Image
1021,1021,MYS,Brand B,Penang White Curry Instant Bowl Noodles,Bowl,4.8,
1022,1022,CHN,Brand C,Artificial Seafood Flavor Instant Noodle,Pack,3.8,
1023,1023,MYS,Brand D,Choice Instant Noodles Curry Flavour,Pack,3.5,
1024,1024,JPN,Brand E,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,5,
1025,1025,MYS,Brand F,Mi Goreng Perencah Kari Ori,Pack,4,
1026,1026,THA,Brand G,Instant Noodles Cup Beef Flavour,Cup,3.5,
1027,1027,JPN,Brand A,Emergency Cup Noodle,Cup,4.3,
1028,1028,IDN,Brand B,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,3.3,
1029,1029,JPN,Brand C,Baby Star Snack Noodle Chicken Flavour,Pack,2.5,
1030,1030,VNM,Brand D,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,3,
1031,1031,USA,Brand E,Shin Ramyun Noodle Soup (New Edition),Pack,4.3,
1032,1032,SGP,Brand F,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,2.8,
1033,1033,MYS,Brand G,White Curry Noodle,Pack,4.5,
1034,1034,THA,Brand A,Instant Rice Noodle Spicy Seafood,Tray,3.8,
1035,1035,CHN,Brand B,Spicy Beef Flavor Instant Noodle,Pack,4,
1036,1036,CAN,Brand C,Beef Flavour Oriental Noodles And Soup Mix,Cup,2,
1037,1037,MYS,Brand D,Penang Laksa ,Pack,3.5,
1038,1038,IDN,Brand E,Hot Garlic Instant Noodles,Pack,3.8,
1039,1039,UK,Brand F,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,3.5,
1040,1040,SWE,Brand A,Asia Fast Noodles Snabbnudlar Räksmak,Pack,3,
1041,1041,MYS,Brand B,Mi Segera Perisa Itik,Pack,3.8,
1042,1042,THA,Brand C,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,3.5,
1043,1043,JPN,Brand D,Men Black Seafood Tonkotsu,Bowl,3.5,
1044,1044,MYS,Brand E,Penang White CurryMee,Pack,5,
1045,1045,CAN,Brand F,Chow Mein JPNese Style Noodles Yakisoba,Pack,5,
1046,1046,JPN,Brand G,Curry Noodle,Cup,3.8,
1047,1047,TWN,Brand A,Volcano Spicy Pork Noodle,Bowl,4.3,
1048,1048,HKG,Brand B,Demae Rice Vermicelli Beef Flavour,Pack,3.5,
1049,1049,MYS,Brand C,Penang Asam Pedas Hot & Sour Noodle,Pack,5,
1050,1050,USA,Brand D,Pad Thai Instant rice Noodles & Sauce,Tray,1.5,
1051,1051,IDN,Brand E,2 Minute Noodles Hungrooo Masala Spicy,Pack,3.8,
1052,1052,SGP,Brand F,Noodles Beef Flavour,Cup,2.5,
1053,1053,TWN,Brand G,Steam Pork Flavour,Pack,3.8,
1054,1054,CHN,Brand A,Instant Noodles Artificial Shallot Beef Flavour,Pack,4.3,
1055,1055,JPN,Brand B,Kimchi Noodle,Bowl,3.5,
1056,1056,HKG,Brand C,Oat Noodle Tomato Soup Flavored,Pack,4.5,
1057,1057,THA,Brand D,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,3.8,
1058,1058,VNM,Brand E,Koreno Premium Shrimp Flavor,Pack,3.3,
1059,1059,HKG,Brand F,Oat Noodle Pork Rib Flavored,Pack,3.5,
1060,1060,MYS,Brand A,Seafood Instant Noodles,Pack,3.8,
1061,1061,VNM,Brand B,Sate Flavor Instant Noodles,Pack,3.8,
1062,1062,PHL,Brand C,Special Instant Noodles Jjamppong Flavor,Pack,4.5,
1063,1063,PHL,Brand D,Special Instant sopas Chicken Flavor,Pack,3.8,
1064,1064,PHL,Brand E,Spicy Beef Mami Instant Noodle Soup,Pack,4,
1065,1065,PHL,Brand F,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,4,
1066,1066,PHL,Brand G,Supreme Pinoy Chicken Instant Noodles,Cup,3.3,
1067,1067,PHL,Brand A,Special Baked Mac Style Instant Macaroni,Pack,4.5,
1068,1068,PHL,Brand B,La Paz Batchoy Instant Noodle Soup,Pack,3.8,
1069,1069,MYS,Brand C,Instant Kua Teow Tom Yam,Cup,3.8,
1070,1070,SGP,Brand D,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,3.5,
1071,1071,KOR,Brand E,Jjamppong Seafood Noodle King Bowl,Bowl,5,
1072,1072,VNM,Brand F,Instant Porridge Seafood Flavour,Pack,3.3,
1073,1073,JPN,Brand G,Gotsumori Sauce Yakisoba,Tray,5,
1074,1074,THA,Brand A,Oriental Style Instant Noodles Wasabi Flavour,Pack,3,
1075,1075,IDN,Brand B,Manchurian Instant Noodles,Pack,3.5,
1076,1076,MYS,Brand C,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,4.5,
1077,1077,SWE,Brand D,Instant Noodles Spicy Chili,Pack,3.5,
1078,1078,JPN,Brand E,Miso Ramen,Pack,3.8,
1079,1079,KOR,Brand F,Neoguri Udon Seafood & Mild,Pack,4,
1080,1080,MYS,Brand A,Royale Penang Seafood Curry,Pack,4.5,
1081,1081,THA,Brand B,Instant Noodles Tom Yum Pork Flavour,Pack,4,
1082,1082,HKG,Brand C,JPNese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,1.8,
1083,1083,TWN,Brand D,Tainan Yi Mien With Sesame Oil Sauce,Pack,3.3,
1084,1084,HKG,Brand E,Quick Serve Macaroni Wonton Broth,Pack,3.3,
1085,1085,JPN,Brand F,Donbei Kitsune Udon Mini,Bowl,3.5,
1086,1086,MYS,Brand G,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,5,
1087,1087,SGP,Brand A,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,3.5,
1088,1088,IDN,Brand B,Cup Noodles Mug Noodles Spicy Vegetable,Pack,3.8,
1089,1089,PAK,Brand C,Shoop Instant Noodles BBQ Flavour,Pack,3.3,
1090,1090,CHN,Brand D,Stewed Beef Flavor Cooking Noodle,Pack,4.3,
1091,1091,USA,Brand E,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,3.3,
1092,1092,CHN,Brand F,Artificial Pork Flavor Noodles,Pack,4,
1093,1093,JPN,Brand G,Ohmori Chukafu Yakisoba,Tray,3.3,
1094,1094,MYS,Brand A,Penang Red Tom Yum Goong Noodle,Pack,5,
1095,1095,VNM,Brand B,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,3.3,
1096,1096,KOR,Brand C,Sogokimyun Hot Flavor Noodle Soup,Pack,3.5,
1097,1097,USA,Brand D,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,3.5,
1098,1098,CHN,Brand E,Mianba Pork Ribs Flavor Instant Noodles,Pack,4.5,
1099,1099,MYS,Brand F,Instant Noodles Mee Goreng,Cup,3.8,
1100,1100,IDN,Brand A,Pop Mie Chicken Flavour Cup Noodles,Cup,3.5,
1101,1101,JPN,Brand B,Magomi-an Kitsune Udon (Eastern JPN Flavor),Bowl,4.3,
1102,1102,THA,Brand C,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,4,
1103,1103,KOR,Brand D,Potato Ramen,Pack,3.8,
1104,1104,DEU,Brand E,Soba Chili Noodles With JPNese Yakisoba Sauce,Cup,3.5,
1105,1105,IDN,Brand F,Multigrainz Noodles Spice Remix,Pack,3.3,
1106,1106,TWN,Brand G,Sichuan Spicy Flavor,Pack,5,
1107,1107,SWE,Brand A,Asia Snabbnudlar Kycklingsmak,Pack,3.3,
1108,1108,TWN,Brand B,Onion Oil & Shrimp Flavor,Pack,5,
1109,1109,USA,Brand C,Spicy Tonkotsu Noodle Soup,Pack,5,
1110,1110,MYS,Brand D,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,3.8,
1111,1111,HKG,Brand E,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,4,
1112,1112,JPN,Brand F,I Want To Eat Ramen' Shoyu Flavor,Pack,4,
1113,1113,CHN,Brand G,Mushroom Stew Chicken Ramen,Pack,3.5,
1114,1114,KOR,Brand A,Jjol Bibim Men,Pack,4,
1115,1115,USA,Brand B,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,3.5,
1116,1116,THA,Brand C,Tom Yam Flavour Instant Noodles,Pack,4,
1117,1117,THA,Brand D,Instant Noodles Moo Nam Tok Flavour,Pack,4,
1118,1118,DEU,Brand E,Instant Nudelsuppe Shrimp Flavour,Pack,3.5,
1119,1119,THA,Brand F,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,3.3,
1120,1120,THA,Brand A,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,4,
1121,1121,THA,Brand B,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,5,
1122,1122,THA,Brand C,Chicken Masala Flavour Instant Fried Noodles,Pack,3.8,
1123,1123,THA,Brand D,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,5,
1124,1124,THA,Brand E,Instant Cup Noodles Spicy Cheese Flavour,Cup,3.5,
1125,1125,DEU,Brand F,Oriental Style Instant Noodles Beef Flavour,Pack,3.3,
1126,1126,THA,Brand G,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,5,
1127,1127,THA,Brand A,Creamy Tom Yam Instant Noodles,Pack,4.5,
1128,1128,THA,Brand B,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,5,
1129,1129,DEU,Brand C,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,3.5,
1130,1130,MYS,Brand D,Penang White curry Noodle With Nanyang Chilli Paste,Pack,4.8,
1131,1131,USA,Brand E,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,3.5,
1132,1132,TWN,Brand F,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,2.3,
1133,1133,SGP,Brand G,Cup Noodles Black Pepper Crab Flavour,Cup,4,
1134,1134,SGP,Brand A,Premium Instant Noodles Spicy Beef Flavour,Pack,3.8,
1135,1135,SGP,Brand B,Cup Noodles Tom Yam Veg Flavour,Cup,4,
1136,1136,SGP,Brand C,Premium Instant Noodles Roasted Beef Flavour,Bowl,3.8,
1137,1137,SGP,Brand D,Chu Qian Yi Ding Sesame Oil Flavour,Pack,3.8,
1138,1138,SGP,Brand E,Cup Noodles Chicken Flavour,Cup,3.5,
1139,1139,SGP,Brand F,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,3.8,
1140,1140,SGP,Brand A,Cup Noodles Chilli Crab Flavour,Cup,4,
1141,1141,SGP,Brand B,JPNese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,5,
1142,1142,SGP,Brand C,Premium Instant Noodles Spicy Beef Flavour,Bowl,3.8,
1143,1143,SGP,Brand D,Cup Noodles Tom Yam Seafood Flavour,Cup,4,
1144,1144,SGP,Brand E,JPNese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,5,
1145,1145,SGP,Brand F,Cup Noodles Seafood Curry Flavour,Cup,4,
1146,1146,SGP,Brand G,Premium Instant Noodles Roasted Beef Flavour,Pack,4.3,
1147,1147,SGP,Brand A,Cup Noodles Cream Of Chicken Flavour,Cup,4,
1148,1148,JPN,Brand B,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,4.5,
1149,1149,MYS,Brand C,Penang Hokkien Prawn Noodle,Pack,5,
1150,1150,USA,Brand D,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,3.5,
1151,1151,USA,Brand E,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,4.3,
1152,1152,SGP,Brand F,2 Minute Noodles Tom Yam Flavour,Pack,3.5,
1153,1153,USA,Brand G,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,3.5,
1154,1154,TWN,Brand A,Dried Noodle With Beef Flavor Sauce,Pack,3,
1155,1155,MYS,Brand B,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,3.5,
1156,1156,JPN,Brand C,Old Style Miso Ramen,Pack,3.5,
1157,1157,HKG,Brand D,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,3,
1158,1158,CHN,Brand E,Rice Noodle Beef With Brown Sauce,Cup,3.5,
1159,1159,SGP,Brand F,2 Minute Noodles Assam Laksa Flavour,Pack,4,
1160,1160,MYS,Brand A,Hot Cup Perisa Kari,Cup,3.5,
1161,1161,SGP,Brand B,2 Minute Noodles Curry Flavour,Pack,3.8,
1162,1162,SGP,Brand C,Senses Laksa Instant Noodles,Pack,5,
1163,1163,SGP,Brand D,Extra Spicy Curry Instant Noodles,Pack,5,
1164,1164,KOR,Brand E,Buldak Bokkummyeon,Bowl,4,
1165,1165,COL,Brand F,Sabor A Gallina Fideos Con Instantanea,Pack,3.5,
1166,1166,JPN,Brand G,Chukazanmai Beijing Style Salt Ramen,Pack,3,
1167,1167,USA,Brand A,Miso Ramen,Bowl,3.8,
1168,1168,KOR,Brand B,Cheese Bokki,Bowl,4,
1169,1169,MYS,Brand C,Instant Penang White Curry Noodles,Pack,4.5,
1170,1170,UK,Brand D,Curry Flavour Instant Noodles,Pack,1.5,
1171,1171,VNM,Brand E,King Chef Seafood With Kimchi Flavour,Pack,3,
1172,1172,USA,Brand F,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,3,
1173,1173,CHN,Brand G,Korean Clay Pot Ramyun Noodle,Cup,2.8,
1174,1174,JPN,Brand A,I Want To Eat Ramen Shio,Pack,3.8,
1175,1175,VNM,Brand B,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,3.5,
1176,1176,KOR,Brand C,Ppushu Ppushu Grilled Chicken Flavor,Pack,1,
1177,1177,TWN,Brand D,Oat Noodle Abalone Flavored,Pack,1.8,
1178,1178,JPN,Brand E,Chukazanmai Szechuan Style Miso,Pack,2,
1179,1179,HKG,Brand F,Instant Rice Vermicelli Original Flavour,Pack,0.5,
1180,1180,KOR,Brand A,Cheese Ramyun (for US market),Pack,5,
1181,1181,TWN,Brand B,Curry La-Men,Pack,5,
1182,1182,HKG,Brand C,Non-Fried Ramen Noodles TWN Roast Pork Flavour,Pack,4,
1183,1183,TWN,Brand D,Prince Katsu Snack Noodles,Pack,4,
1184,1184,MYS,Brand E,Mi Segera Tom Yam Instant Noodles,Pack,3.3,
1185,1185,CHN,Brand F,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,3.5,
1186,1186,PHL,Brand G,Chicken Sopas Creamy Macaroni Soup,Cup,3.5,
1187,1187,USA,Brand A,Ramen House Thai Coconut Ramen,Pack,5,
1188,1188,IDN,Brand B,Spaghetti With Mushroom Sauce,Pack,3.8,
1189,1189,IDN,Brand C,Masala Dumdaar Noodles,Pack,3.8,
1190,1190,THA,Brand D,Instant Noodles Seafood Flavour,Cup,4,
1191,1191,UK,Brand E,Everyday Value Chicken & Mushroom Flavour,Cup,0.5,
1192,1192,IDN,Brand F,Spesial Rasa Kari Ayam Pedas,Pack,3.8,
1193,1193,JPN,Brand G,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,3.8,
1194,1194,KOR,Brand A,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,3.8,
1195,1195,VNM,Brand B,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,3.8,
1196,1196,SGP,Brand C,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,3,
1197,1197,TWN,Brand D,Steam Seafood Flavor Ramen,Pack,4,
1198,1198,JPN,Brand E,Baby Star Snack Noodle Yakisoba Flavor,Pack,4.8,
1199,1199,USA,Brand F,SGP Laksa Curry Soup Bowl,Bowl,4.3,
1200,1200,KOR,Brand A,Mild Kokomen (Prototype),Pack,4.5,
1201,1201,MYS,Brand B,Sajimee Curry Soup Flavour,Pack,4.3,
1202,1202,USA,Brand C,Miso Marvellous Soup,Pack,4,
1203,1203,PAK,Brand D,Shoop Instant Noodles Chicken Flavour,Pack,3.5,
1204,1204,IDN,Brand E,Mi Goreng Rasa Iga Penyet,Pack,4.8,
1205,1205,UK,Brand F,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,1.8,
1206,1206,KOR,Brand G,Barbecue Ramyun (Prototype),Pack,3.8,
1207,1207,JPN,Brand A,Red Pepper 7 Garlic Peperoncino,Pack,4,
1208,1208,JPN,Brand B,Sukiyaki Style Noodle Stew,Pack,4.5,
1209,1209,JPN,Brand C,Yaki-Udon Roast Soy Sauce,Pack,3.8,
1210,1210,JPN,Brand D,Hiyashi Udon Bonito Sauce,Pack,3,
1211,1211,JPN,Brand E,Futomen Yakisoba,Pack,4.8,
1212,1212,JPN,Brand F,Hiyashi Chuka Lemon Sauce,Pack,4.8,
1213,1213,JPN,Brand G,Curry Udon,Pack,5,
1214,1214,JPN,Brand A,Chanpon,Pack,3.8,
1215,1215,JPN,Brand B,Shio Yakisoba,Pack,4,
1216,1216,JPN,Brand C,Yakisoba,Pack,5,
1217,1217,JPN,Brand D,Yaki-Udon Mild Spicy Sauce,Pack,4.3,
1218,1218,JPN,Brand E,Katsuo Dashi Udon,Pack,3.8,
1219,1219,JPN,Brand F,Spaghetti Napolitan,Pack,4,
1220,1220,JPN,Brand A,Spicy Garlic Ramen,Pack,3.3,
1221,1221,UK,Brand B,Everyday Value Beef & Tomato Flavour Noodles,Cup,2,
1222,1222,KOR,Brand C,Nagasaki Jjamppong,Cup,3.8,
1223,1223,CAN,Brand D,Hearty Noodles Thai Flavour,Cup,0,
1224,1224,THA,Brand E,Oriental Style Instant 'Kua-Chap',Pack,3.3,
1225,1225,TWN,Brand F,Hello Kitty Za Jiang (Soybean Sauce),Pack,3.3,
1226,1226,DEU,Brand G,Soba Teriyaki Noodles With JPNese Yakisoba Sauce,Cup,3,
1227,1227,UK,Brand A,Instant Noodles Vegetable & Mushroom Flavour,Pack,1.5,
1228,1228,USA,Brand B,Sir Long Tang Creamy Beef Noodle Soup,Cup,4.3,
1229,1229,HKG,Brand C,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,3.5,
1230,1230,CHN,Brand D,Korean Style Stew Pork Flavour Noodle Soup,Bowl,1.8,
1231,1231,HKG,Brand E,Instant Noodle King Won Ton Flavor,Pack,2.8,
1232,1232,MYS,Brand F,Instant Noodles Curry Flavour,Pack,3.5,
1233,1233,MYS,Brand G,Chef Creamy Tom Yam Flavour,Pack,5,
1234,1234,MYS,Brand A,Monster BBQ Flavour Snack Noodles,Pack,3.8,
1235,1235,MYS,Brand B,Chef Curry Laksa Flavour,Cup,5,
1236,1236,MYS,Brand C,SLLRRRP! Asam Laksa,Pack,4,
1237,1237,MYS,Brand D,Mie Goreng IDN Spicy Sambal,Cup,5,
1238,1238,MYS,Brand E,Chef Spicy Chicken Shiitake Flavour,Pack,3.3,
1239,1239,MYS,Brand F,Instant Vermicelli Chicken Flavour,Pack,3.3,
1240,1240,MYS,Brand A,Chef Creamy Tom Yam Flavour,Cup,4.8,
1241,1241,MYS,Brand B,Instant Noodles Vegetarian Flavour,Pack,3.8,
1242,1242,MYS,Brand C,SLLRRRP! Kari Berapi,Pack,3.8,
1243,1243,MYS,Brand D,Monster Chicken Flavour Snack Noodles,Pack,4,
1244,1244,MYS,Brand E,Chef Curry Laksa Flavour,Pack,5,
1245,1245,MYS,Brand F,Mie Goreng IDN Original Flavour,Cup,4.5,
1246,1246,MYS,Brand G,Instant Vermicelli Tom Yam Flavour,Pack,3.8,
1247,1247,KOR,Brand A,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,4,
1248,1248,JPN,Brand B,Baby Star Ramen Round Consomme Mini,Pack,3.8,
1249,1249,USA,Brand C,Forbidden Rice Ramen,Pack,2.3,
1250,1250,USA,Brand D,Millet & Brown Rice Ramen,Pack,4,
1251,1251,USA,Brand E,Jade Pearl Rice Ramen,Pack,3.3,
1252,1252,MYS,Brand F,White Curry Noodle,Pack,4.5,
1253,1253,CAN,Brand G,Cuisine Adventures Chicken Pho Soup,Bowl,5,
1254,1254,IDN,Brand A,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,2.8,
1255,1255,THA,Brand B,Seaweed Instant Noodle,Tray,3.8,
1256,1256,UK,Brand C,Beef Ramen,Pack,1.5,
1257,1257,USA,Brand D,Chicken Ramen,Pack,4.3,
1258,1258,USA,Brand E,Shoyu Ramen,Pack,3.8,
1259,1259,USA,Brand F,Miso Ramen,Pack,4,
1260,1260,USA,Brand A,Curry Ramen,Pack,3.8,
1261,1261,USA,Brand B,Tom Yum Ramen,Pack,3.8,
1262,1262,USA,Brand C,Chicken Instant Noodle,Pack,3.8,
1263,1263,IDN,Brand D,Mushroom Instant Noodle,Pack,3.8,
1264,1264,JPN,Brand E,Beef and Mushroom Instant Noodle,Tray,5,
1265,1265,VNM,Brand F,Kimchi Ramen,Cup,1.3,
1266,1266,TWN,Brand G,Shoyu Ramen,Pack,3.8,
1267,1267,CHN,Brand A,Shoyu Ramen,Pack,3,
1268,1268,MYS,Brand B,Shoyu Ramen,Pack,3.8,
1269,1269,SGP,Brand C,Spicy Shrimp Tom Yam Flavour,Cup,3.3,
1270,1270,THA,Brand D,Instant Noodles Stewed Beef Flavour,Pack,3.5,
1271,1271,CHN,Brand E,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,2,
1272,1272,KOR,Brand F,Instant Noodle Udon Hot & Spicy,Pack,4,
1273,1273,JPN,Brand G,Fresh Chow Mein Noodles With Seasoning,Pack,3.8,
1274,1274,THA,Brand A,Instant Noodles Cup Seafood Flavour,Cup,3.8,
1275,1275,MYS,Brand B,Mi Segera Kari Ayam Instant Noodles,Pack,4.3,
1276,1276,JPN,Brand C,Spa Oh Tarako Spaghetti,Bowl,4,
1277,1277,TWN,Brand D,Little Prince Brand Snack Noodles Original Flavor,Pack,2.5,
1278,1278,KOR,Brand E,Japchae Vermicelli Noodle,Pack,2.8,
1279,1279,UK,Brand F,Chicken Flavour Instant Noodles,Pack,2.8,
1280,1280,KOR,Brand A,Korean Traditional Beef Gomtangmen,Pack,5,
1281,1281,IDN,Brand B,Green Barley Noodle Vegetable Soup,Pack,3.3,
1282,1282,JPN,Brand C,I Want To Eat Ramen Miso Flavor,Pack,3.8,
1283,1283,IDN,Brand D,Spesial Rasa Soto Ayam,Pack,4,
1284,1284,USA,Brand E,Rice Noodle Cart Thai Peanut,Tray,3,
1285,1285,THA,Brand F,Oriental Style Instant Noodles Seafood Flavour,Cup,3.8,
1286,1286,KOR,Brand G,Soon Veggie Noodle Soup,Pack,5,
1287,1287,JPN,Brand A,Cup Noodle Cheese Curry,Cup,3.8,
1288,1288,SGP,Brand B,Oriental Style Instant Noodles Tom Yam Flavour,Pack,2.5,
1289,1289,TWN,Brand C,Instant Noodle Original Flavor,Pack,3.8,
1290,1290,HKG,Brand D,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,4.8,
1291,1291,CAN,Brand E,Instant Noodles In A Cup Chicken Flavour,Cup,1.5,
1292,1292,THA,Brand F,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,5,
1293,1293,HKG,Brand G,Quick Serve Macaroni Shrimp Broth,Pack,3.3,
1294,1294,KOR,Brand A,Red Nagasaki Jjampong,Pack,5,
1295,1295,CAN,Brand B,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,1,
1296,1296,KOR,Brand C,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,4,
1297,1297,IDN,Brand D,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,3.3,
1298,1298,TWN,Brand E,Ramen With Pickled Mustard Flavor,Pack,3.5,
1299,1299,TWN,Brand F,Steam Mushroom Flavor Ramen,Pack,3.3,
1300,1300,THA,Brand A,Instant Noodles Chicken Flavour,Cup,3,
1301,1301,SGP,Brand B,Prawn Noodles,Pack,4.3,
1302,1302,COL,Brand C,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,3,
1303,1303,VNM,Brand D,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Cup,3.3,
1304,1304,KOR,Brand E,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,4.5,
1305,1305,CHN,Brand F,Braised Beef Noodles,Pack,4,
1306,1306,HKG,Brand G,QQ Scallop Seafood Vermicelli,Bowl,3.8,
1307,1307,JPN,Brand A,Kumamoto Tonkotsu Ramen,Pack,5,
1308,1308,UK,Brand B,Super Noodles Roast Beef & Onion Flavour,Pack,3.3,
1309,1309,PHL,Brand C,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,Bowl,3.3,
1310,1310,USA,Brand D,Rice Noodle Cart Sweet Citrus Ginger,Tray,4.3,
1311,1311,KOR,Brand E,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,4,
1312,1312,SGP,Brand F,Purple Wheat Noodles Aglio Olio,Pack,2.8,
1313,1313,JPN,Brand G,Jet Black Sesame Oil Pork Tonkotsu,Bowl,2.3,
1314,1314,TWN,Brand A,Instant Noodle Udon Hot & Spicy,Pack,5,
1315,1315,UK,Brand B,Fresh Chow Mein Noodles With Seasoning,Pack,3.5,
1316,1316,KOR,Brand C,Instant Noodles Cup Seafood Flavour,Pack,3.3,
1317,1317,VNM,Brand D,Mi Segera Kari Ayam Instant Noodles,Pack,2,
1318,1318,MYS,Brand E,Spa Oh Tarako Spaghetti,Pack,4.3,
1319,1319,TWN,Brand F,Little Prince Brand Snack Noodles Original Flavor,Pack,4.5,
1320,1320,TWN,Brand A,Japchae Vermicelli Noodle,Pack,3.8,
1321,1321,UK,Brand B,Chicken Flavour Instant Noodles,Pack,3.3,
1322,1322,KOR,Brand C,Korean Traditional Beef Gomtangmen,Pack,3.5,
1323,1323,SGP,Brand D,Green Barley Noodle Vegetable Soup,Pack,5,
1324,1324,UK,Brand E,I Want To Eat Ramen Miso Flavor,Pack,5,
1325,1325,HKG,Brand F,Spesial Rasa Soto Ayam,Pack,2.5,
1326,1326,TWN,Brand G,Rice Noodle Cart Thai Peanut,Pack,3.3,
1327,1327,IDN,Brand A,Oriental Style Instant Noodles Seafood Flavour,Cup,3.8,
1328,1328,IDN,Brand B,Soon Veggie Noodle Soup,Cup,4,
1329,1329,IDN,Brand C,Cup Noodle Cheese Curry,Cup,3.8,
1330,1330,IDN,Brand D,Oriental Style Instant Noodles Tom Yam Flavour,Cup,4.3,
1331,1331,JPN,Brand E,Instant Noodle Original Flavor,Cup,4.3,
1332,1332,IDN,Brand F,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Cup,3.8,
1333,1333,IDN,Brand G,Instant Noodles In A Cup Chicken Flavour,Cup,3.8,
1334,1334,IDN,Brand A,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,5,
1335,1335,IDN,Brand B,Quick Serve Macaroni Shrimp Broth,Cup,3.8,
1336,1336,IDN,Brand C,Red Nagasaki Jjampong,Pack,4.5,
1337,1337,IDN,Brand D,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,4,
1338,1338,IDN,Brand E,Lightning Beef Bone Tteokguk Rice Cake Soup,Cup,4.3,
1339,1339,THA,Brand F,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Cup,3.3,
1340,1340,HKG,Brand A,Ramen With Pickled Mustard Flavor,Bowl,2.8,
1341,1341,USA,Brand B,Steam Mushroom Flavor Ramen,Tray,3.8,
1342,1342,UK,Brand C,Instant Noodles Chicken Flavour,Pack,2.3,
1343,1343,THA,Brand D,Prawn Noodles,Pack,3.5,
1344,1344,KOR,Brand E,Cup Noodles Sabor A Carne Sopa Con Fideos,Bowl,3.8,
